level,guild,race,class,region
31,Guild Guild -1,Orc,Rogue,Arathi Highlands
45,Guild Guild 13,Orc,Hunter,Thunder Bluff
53,Guild Guild 6,Orc,Hunter,Durotar
60,Guild Guild 4,Orc,Hunter,Orgrimmar
60,Guild Guild 2,Orc,Hunter,Durotar
2,Guild Guild -1,Tauren,Hunter,Mulgore
9,Guild Guild -1,Tauren,Shaman,Mulgore
26,Guild Guild 6,Tauren,Shaman,Wailing Caverns
22,Guild Guild -1,Tauren,Shaman,Hillsbrad Foothills
30,Guild Guild -1,Tauren,Druid,The Barrens
24,Guild Guild -1,Tauren,Druid,Thunder Bluff
32,Guild Guild 13,Tauren,Warrior,Thousand Needles
39,Guild Guild 2,Tauren,Hunter,Hillsbrad Foothills
38,Guild Guild 4,Tauren,Druid,Undercity
38,Guild Guild 19,Tauren,Druid,Stranglethorn Vale
42,Guild Guild 6,Tauren,Hunter,Durotar
46,Guild Guild 12,Tauren,Shaman,Feralas
46,Guild Guild 12,Tauren,Warrior,Thunder Bluff
52,Guild Guild 15,Tauren,Druid,Tirisfal Glades
57,Guild Guild 3,Tauren,Warrior,Azshara
59,Guild Guild 4,Tauren,Shaman,Scholomance
60,Guild Guild 2,Tauren,Hunter,Durotar
60,Guild Guild -1,Tauren,Hunter,Durotar
60,Guild Guild 19,Tauren,Hunter,Thunder Bluff
60,Guild Guild 19,Tauren,Druid,Tirisfal Glades
1,Guild Guild -1,Troll,Hunter,Orgrimmar
1,Guild Guild -1,Troll,Warrior,Durotar
23,Guild Guild -1,Troll,Warrior,Orgrimmar
28,Guild Guild 13,Troll,Hunter,The Barrens
39,Guild Guild 21,Troll,Hunter,Durotar
46,Guild Guild 18,Troll,Hunter,Orgrimmar
49,Guild Guild 32,Troll,Rogue,Feralas
50,Guild Guild 32,Troll,Shaman,The Hinterlands
54,Guild Guild 25,Troll,Rogue,Durotar
51,Guild Guild 2,Troll,Rogue,Scarlet Monastery
60,Guild Guild 15,Troll,Hunter,Orgrimmar
7,Guild Guild -1,Undead,Rogue,Tirisfal Glades
12,Guild Guild -1,Undead,Mage,Tirisfal Glades
12,Guild Guild -1,Undead,Priest,Tirisfal Glades
24,Guild Guild -1,Undead,Rogue,The Barrens
26,Guild Guild 2,Undead,Warrior,Durotar
28,Guild Guild 2,Undead,Priest,Durotar
28,Guild Guild -1,Undead,Mage,Stonetalon Mountains
40,Guild Guild 15,Undead,Mage,Undercity
37,Guild Guild 36,Undead,Mage,Ragefire Chasm
43,Guild Guild 31,Undead,Mage,Orgrimmar
44,Guild Guild 13,Undead,Priest,Undercity
44,Guild Guild 3,Undead,Mage,Durotar
51,Guild Guild 6,Undead,Mage,Durotar
55,Guild Guild 29,Undead,Priest,The Temple of Atal'Hakkar
56,Guild Guild 8,Undead,Priest,Durotar
60,Guild Guild 17,Undead,Mage,Arathi Basin
60,Guild Guild 20,Undead,Mage,Thunder Bluff
60,Guild Guild 6,Undead,Rogue,Uldaman
60,Guild Guild 20,Undead,Rogue,Thunder Bluff
60,Guild Guild 4,Undead,Warlock,Tanaris
60,Guild Guild 1,Undead,Warlock,Ashenvale
60,Guild Guild 20,Undead,Warlock,Thunder Bluff
60,Guild Guild -1,Undead,Warrior,Durotar
60,Guild Guild 4,Undead,Warrior,Durotar
14,Guild Guild 7,Orc,Hunter,Durotar
18,Guild Guild -1,Orc,Hunter,Stonetalon Mountains
39,Guild Guild 7,Orc,Hunter,Alterac Mountains
41,Guild Guild -1,Orc,Hunter,The Barrens
48,Guild Guild 2,Orc,Warrior,Felwood
3,Guild Guild -1,Tauren,Hunter,Mulgore
26,Guild Guild 21,Tauren,Warrior,Razorfen Kraul
24,Guild Guild -1,Tauren,Shaman,Silverpine Forest
39,Guild Guild -1,Tauren,Druid,Dustwallow Marsh
38,Guild Guild 4,Tauren,Druid,Orgrimmar
39,Guild Guild 2,Tauren,Hunter,Arathi Highlands
52,Guild Guild 3,Tauren,Warrior,Un'Goro Crater
57,Guild Guild 3,Tauren,Warrior,Winterspring
57,Guild Guild 8,Tauren,Shaman,Orgrimmar
2,Guild Guild -1,Troll,Warrior,Durotar
19,Guild Guild -1,Troll,Hunter,The Barrens
23,Guild Guild -1,Troll,Warrior,The Barrens
34,Guild Guild 6,Troll,Hunter,Durotar
49,Guild Guild 32,Troll,Rogue,Orgrimmar
49,Guild Guild 6,Troll,Rogue,Orgrimmar
60,Guild Guild 28,Troll,Hunter,Orgrimmar
4,Guild Guild -1,Undead,Warrior,Orgrimmar
24,Guild Guild -1,Undead,Rogue,Wailing Caverns
22,Guild Guild -1,Undead,Priest,Orgrimmar
26,Guild Guild 2,Undead,Warrior,Silverpine Forest
26,Guild Guild 20,Undead,Mage,Silverpine Forest
28,Guild Guild 2,Undead,Priest,Silverpine Forest
36,Guild Guild 8,Undead,Priest,Ashenvale
36,Guild Guild 8,Undead,Rogue,Ashenvale
45,Guild Guild 3,Undead,Priest,Un'Goro Crater
48,Guild Guild 4,Undead,Mage,Un'Goro Crater
52,Guild Guild -1,Undead,Mage,Tanaris
59,Guild Guild 19,Undead,Priest,The Barrens
60,Guild Guild 28,Undead,Priest,Orgrimmar
60,Guild Guild 15,Undead,Rogue,Tirisfal Glades
60,Guild Guild 20,Undead,Warlock,Orgrimmar
60,Guild Guild 4,Undead,Warlock,Un'Goro Crater
60,Guild Guild 1,Undead,Warlock,Azshara
14,Guild Guild 7,Orc,Hunter,Orgrimmar
36,Guild Guild -1,Orc,Hunter,Stonetalon Mountains
48,Guild Guild 2,Orc,Warrior,Orgrimmar
41,Guild Guild -1,Orc,Hunter,Thunder Bluff
56,Guild Guild 14,Orc,Warrior,Eastern Plaguelands
60,Guild Guild 4,Orc,Hunter,Tirisfal Glades
60,Guild Guild 5,Orc,Warrior,Durotar
14,Guild Guild 7,Tauren,Shaman,The Barrens
13,Guild Guild -1,Tauren,Hunter,Thunder Bluff
24,Guild Guild -1,Tauren,Druid,The Barrens
21,Guild Guild 13,Tauren,Druid,Thunder Bluff
37,Guild Guild -1,Tauren,Warrior,The Barrens
32,Guild Guild 13,Tauren,Warrior,Thunder Bluff
51,Guild Guild -1,Tauren,Druid,Un'Goro Crater
57,Guild Guild 8,Tauren,Shaman,Durotar
60,Guild Guild 1,Tauren,Warrior,Searing Gorge
60,Guild Guild -1,Tauren,Hunter,Undercity
60,Guild Guild 1,Tauren,Shaman,Blackrock Mountain
1,Guild Guild -1,Troll,Warrior,Orgrimmar
9,Guild Guild -1,Troll,Shaman,Durotar
27,Guild Guild 30,Troll,Hunter,Dustwallow Marsh
25,Guild Guild 8,Troll,Shaman,Durotar
34,Guild Guild 6,Troll,Hunter,Tirisfal Glades
31,Guild Guild 34,Troll,Hunter,Durotar
45,Guild Guild 15,Troll,Shaman,Stranglethorn Vale
48,Guild Guild 6,Troll,Rogue,Thunder Bluff
54,Guild Guild 3,Troll,Rogue,Winterspring
53,Guild Guild 18,Troll,Shaman,Orgrimmar
54,Guild Guild 7,Troll,Mage,Western Plaguelands
58,Guild Guild 13,Troll,Rogue,Winterspring
60,Guild Guild 28,Troll,Shaman,Azshara
9,Guild Guild -1,Undead,Priest,Tirisfal Glades
13,Guild Guild 17,Undead,Priest,Undercity
16,Guild Guild -1,Undead,Mage,Undercity
20,Guild Guild 15,Undead,Warrior,The Barrens
12,Guild Guild -1,Undead,Warrior,Silverpine Forest
24,Guild Guild 15,Undead,Mage,The Barrens
28,Guild Guild -1,Undead,Mage,The Barrens
32,Guild Guild -1,Undead,Mage,Undercity
36,Guild Guild 6,Undead,Mage,Undercity
33,Guild Guild 21,Undead,Mage,Stonetalon Mountains
42,Guild Guild 21,Undead,Mage,Tanaris
46,Guild Guild 24,Undead,Rogue,Tanaris
46,Guild Guild 5,Undead,Mage,Duskwood
55,Guild Guild 29,Undead,Priest,Orgrimmar
52,Guild Guild -1,Undead,Mage,Un'Goro Crater
55,Guild Guild 4,Undead,Warrior,Undercity
57,Guild Guild 5,Undead,Warlock,Tanaris
59,Guild Guild 14,Undead,Priest,Eastern Plaguelands
59,Guild Guild 4,Undead,Warlock,Searing Gorge
58,Guild Guild 4,Undead,Warrior,Felwood
60,Guild Guild 20,Undead,Mage,Silithus
2,Guild Guild -1,Orc,Warrior,Durotar
29,Guild Guild 7,Orc,Rogue,Hillsbrad Foothills
24,Guild Guild -1,Orc,Hunter,Undercity
37,Guild Guild 4,Orc,Hunter,Orgrimmar
46,Guild Guild 15,Orc,Warrior,Stranglethorn Vale
60,Guild Guild 4,Orc,Hunter,Shadowfang Keep
4,Guild Guild -1,Tauren,Hunter,Mulgore
30,Guild Guild -1,Tauren,Druid,Wailing Caverns
21,Guild Guild 13,Tauren,Druid,The Barrens
49,Guild Guild 25,Tauren,Warrior,Feralas
52,Guild Guild 15,Tauren,Druid,Orgrimmar
56,Guild Guild 32,Tauren,Druid,Thousand Needles
57,Guild Guild 3,Tauren,Warrior,Burning Steppes
56,Guild Guild 6,Tauren,Warrior,Felwood
59,Guild Guild 16,Tauren,Warrior,Un'Goro Crater
59,Guild Guild 29,Tauren,Warrior,Swamp of Sorrows
59,Guild Guild 8,Tauren,Warrior,Tirisfal Glades
60,Guild Guild 1,Tauren,Warrior,Blackrock Mountain
60,Guild Guild -1,Tauren,Hunter,Arathi Highlands
60,Guild Guild 19,Tauren,Druid,Arathi Basin
3,Guild Guild -1,Troll,Warrior,Durotar
12,Guild Guild -1,Troll,Mage,The Barrens
23,Guild Guild -1,Troll,Warrior,Wailing Caverns
31,Guild Guild 34,Troll,Hunter,Silverpine Forest
54,Guild Guild 7,Troll,Mage,Tirisfal Glades
53,Guild Guild 3,Troll,Warrior,Durotar
57,Guild Guild 5,Troll,Hunter,Orgrimmar
57,Guild Guild 35,Troll,Mage,Azshara
13,Guild Guild 17,Undead,Priest,Tirisfal Glades
12,Guild Guild -1,Undead,Mage,Silverpine Forest
22,Guild Guild -1,Undead,Priest,Undercity
34,Guild Guild 35,Undead,Priest,The Barrens
43,Guild Guild -1,Undead,Warlock,Stranglethorn Vale
46,Guild Guild 5,Undead,Mage,Stranglethorn Vale
44,Guild Guild 21,Undead,Warlock,Western Plaguelands
56,Guild Guild 4,Undead,Priest,Orgrimmar
58,Guild Guild -1,Undead,Warlock,Felwood
60,Guild Guild 20,Undead,Mage,Azshara
60,Guild Guild 3,Undead,Warlock,Hillsbrad Foothills
60,Guild Guild 10,Undead,Warlock,Tirisfal Glades
29,Guild Guild 7,Orc,Rogue,Silverpine Forest
37,Guild Guild 4,Orc,Hunter,Stranglethorn Vale
45,Guild Guild 14,Orc,Hunter,Tanaris
55,Guild Guild -1,Orc,Hunter,Winterspring
57,Guild Guild 3,Orc,Rogue,Orgrimmar
60,Guild Guild 2,Orc,Hunter,Tirisfal Glades
24,Guild Guild -1,Tauren,Shaman,Tirisfal Glades
34,Guild Guild 3,Tauren,Druid,Thousand Needles
35,Guild Guild -1,Tauren,Warrior,Orgrimmar
40,Guild Guild -1,Tauren,Druid,Mulgore
42,Guild Guild 2,Tauren,Warrior,Stranglethorn Vale
52,Guild Guild 3,Tauren,Warrior,Dustwallow Marsh
56,Guild Guild 32,Tauren,Druid,Stranglethorn Vale
59,Guild Guild 29,Tauren,Warrior,Tirisfal Glades
60,Guild Guild 3,Tauren,Shaman,Orgrimmar
12,Guild Guild -1,Troll,Mage,Orgrimmar
13,Guild Guild 10,Troll,Rogue,The Barrens
28,Guild Guild 6,Troll,Hunter,Darkshore
39,Guild Guild 21,Troll,Hunter,The Barrens
48,Guild Guild 6,Troll,Rogue,Mulgore
54,Guild Guild 7,Troll,Mage,Orgrimmar
54,Guild Guild 2,Troll,Hunter,Durotar
53,Guild Guild 3,Troll,Warrior,Stranglethorn Vale
57,Guild Guild 3,Troll,Warrior,Orgrimmar
57,Guild Guild 3,Troll,Priest,Orgrimmar
58,Guild Guild 3,Troll,Mage,Orgrimmar
60,Guild Guild 4,Troll,Priest,Orgrimmar
13,Guild Guild 17,Undead,Priest,Orgrimmar
16,Guild Guild -1,Undead,Priest,The Barrens
22,Guild Guild -1,Undead,Priest,Tirisfal Glades
28,Guild Guild 7,Undead,Mage,Silverpine Forest
28,Guild Guild -1,Undead,Mage,Thunder Bluff
34,Guild Guild 35,Undead,Priest,Thousand Needles
36,Guild Guild 5,Undead,Mage,Orgrimmar
55,Guild Guild 29,Undead,Priest,Felwood
60,Guild Guild 28,Undead,Mage,Orgrimmar
60,Guild Guild 20,Undead,Mage,Felwood
60,Guild Guild 6,Undead,Rogue,Badlands
60,Guild Guild 3,Undead,Warlock,Swamp of Sorrows
60,Guild Guild 10,Undead,Warlock,Scarlet Monastery
60,Guild Guild 20,Undead,Warlock,Felwood
17,Guild Guild -1,Orc,Warrior,Orgrimmar
15,Guild Guild 30,Orc,Warlock,The Barrens
22,Guild Guild 2,Orc,Hunter,Ashenvale
58,Guild Guild 28,Orc,Hunter,Winterspring
60,Guild Guild 2,Orc,Hunter,Scarlet Monastery
2,Guild Guild -1,Tauren,Druid,Orgrimmar
5,Guild Guild -1,Tauren,Hunter,Mulgore
11,Guild Guild 17,Tauren,Hunter,Ragefire Chasm
12,Guild Guild -1,Tauren,Druid,Thunder Bluff
14,Guild Guild -1,Tauren,Hunter,Thunder Bluff
24,Guild Guild -1,Tauren,Shaman,Orgrimmar
25,Guild Guild -1,Tauren,Warrior,Orgrimmar
39,Guild Guild 2,Tauren,Hunter,Alterac Mountains
35,Guild Guild -1,Tauren,Warrior,Undercity
32,Guild Guild 23,Tauren,Shaman,Stonetalon Mountains
37,Guild Guild -1,Tauren,Warrior,Scarlet Monastery
40,Guild Guild -1,Tauren,Druid,Thunder Bluff
46,Guild Guild 7,Tauren,Shaman,Badlands
52,Guild Guild 3,Tauren,Warrior,Orgrimmar
56,Guild Guild 32,Tauren,Druid,Burning Steppes
59,Guild Guild 8,Tauren,Warrior,Eastern Plaguelands
59,Guild Guild 29,Tauren,Warrior,The Hinterlands
60,Guild Guild 0,Tauren,Warrior,Ashenvale
1,Guild Guild -1,Troll,Priest,Orgrimmar
4,Guild Guild -1,Troll,Warrior,Durotar
14,Guild Guild 6,Troll,Priest,The Barrens
25,Guild Guild 8,Troll,Shaman,Thunder Bluff
39,Guild Guild 21,Troll,Hunter,Stonetalon Mountains
34,Guild Guild 6,Troll,Hunter,The Barrens
54,Guild Guild 2,Troll,Hunter,Tanaris
53,Guild Guild 18,Troll,Shaman,Stranglethorn Vale
53,Guild Guild 3,Troll,Warrior,Blasted Lands
57,Guild Guild 3,Troll,Warrior,Ragefire Chasm
57,Guild Guild 5,Troll,Hunter,Thunder Bluff
20,Guild Guild 15,Undead,Warrior,Thunder Bluff
28,Guild Guild 7,Undead,Mage,Tirisfal Glades
41,Guild Guild 4,Undead,Warlock,Orgrimmar
45,Guild Guild 21,Undead,Warlock,Eastern Plaguelands
52,Guild Guild 26,Undead,Rogue,Feralas
57,Guild Guild 26,Undead,Mage,Orgrimmar
60,Guild Guild 20,Undead,Mage,Moonglade
60,Guild Guild 28,Undead,Priest,Durotar
60,Guild Guild 17,Undead,Rogue,Ragefire Chasm
18,Guild Guild -1,Orc,Hunter,Undercity
13,Guild Guild -1,Orc,Hunter,Tirisfal Glades
29,Guild Guild 7,Orc,Rogue,Orgrimmar
39,Guild Guild 7,Orc,Hunter,Hillsbrad Foothills
38,Guild Guild 4,Orc,Hunter,Stranglethorn Vale
49,Guild Guild 4,Orc,Warrior,Un'Goro Crater
41,Guild Guild -1,Orc,Hunter,Arathi Highlands
12,Guild Guild 17,Tauren,Hunter,Ragefire Chasm
19,Guild Guild -1,Tauren,Warrior,Thunder Bluff
35,Guild Guild -1,Tauren,Warrior,Hillsbrad Foothills
40,Guild Guild -1,Tauren,Druid,The Barrens
52,Guild Guild 3,Tauren,Warrior,Winterspring
53,Guild Guild 8,Tauren,Warrior,Ashenvale
60,Guild Guild -1,Tauren,Hunter,Desolace
60,Guild Guild 17,Tauren,Hunter,Azshara
60,Guild Guild 6,Tauren,Shaman,Orgrimmar
5,Guild Guild -1,Troll,Warrior,Durotar
14,Guild Guild 3,Troll,Mage,Orgrimmar
15,Guild Guild 8,Troll,Rogue,Durotar
20,Guild Guild -1,Troll,Hunter,The Barrens
27,Guild Guild 30,Troll,Hunter,Thunder Bluff
31,Guild Guild 34,Troll,Hunter,Undercity
34,Guild Guild 6,Troll,Hunter,Stonetalon Mountains
45,Guild Guild 15,Troll,Shaman,Orgrimmar
54,Guild Guild 2,Troll,Hunter,Un'Goro Crater
57,Guild Guild 5,Troll,Hunter,The Barrens
60,Guild Guild 6,Troll,Hunter,Arathi Basin
60,Guild Guild 17,Troll,Rogue,Arathi Basin
12,Guild Guild -1,Undead,Warrior,Undercity
16,Guild Guild -1,Undead,Warlock,Undercity
13,Guild Guild 17,Undead,Priest,Ragefire Chasm
